"No.","Time","Source","Destination","Protocol","Length","Frame length on the wire","Info"
"142","10.220371","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=108662 Ack=389 Win=43520 Len=1448 TSval=690303966 TSecr=2897378585 [TCP segment of a reassembled PDU]"
"143","10.220376","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=110110 Win=174080 Len=0 TSval=2897379094 TSecr=690303966"
"144","10.232482","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=110110 Ack=389 Win=43520 Len=1448 TSval=690303990 TSecr=2897378609 [TCP segment of a reassembled PDU]"
"145","10.244594","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=111558 Ack=389 Win=43520 Len=1448 TSval=690303990 TSecr=2897378609 [TCP segment of a reassembled PDU]"
"146","10.244599","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=113006 Win=174080 Len=0 TSval=2897379118 TSecr=690303990"
"147","10.256705","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=113006 Ack=389 Win=43520 Len=1448 TSval=690303990 TSecr=2897378609 [TCP segment of a reassembled PDU]"
"148","10.268817","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [PSH, ACK] Seq=114454 Ack=389 Win=43520 Len=1448 TSval=690303990 TSecr=2897378609 [TCP segment of a reassembled PDU]"
"149","10.268822","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=115902 Win=174080 Len=0 TSval=2897379142 TSecr=690303990"
"150","10.280929","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=115902 Ack=389 Win=43520 Len=1448 TSval=690304014 TSecr=2897378633 [TCP segment of a reassembled PDU]"
"151","10.293041","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=117350 Ack=389 Win=43520 Len=1448 TSval=690304014 TSecr=2897378633 [TCP segment of a reassembled PDU]"
"152","10.293046","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=118798 Win=174080 Len=0 TSval=2897379166 TSecr=690304014"
"153","10.305153","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=118798 Ack=389 Win=43520 Len=1448 TSval=690304014 TSecr=2897378633 [TCP segment of a reassembled PDU]"
"154","10.317265","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=120246 Ack=389 Win=43520 Len=1448 TSval=690304014 TSecr=2897378633 [TCP segment of a reassembled PDU]"
"155","10.317270","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=121694 Win=174080 Len=0 TSval=2897379191 TSecr=690304014"
"156","10.329378","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=121694 Ack=389 Win=43520 Len=1448 TSval=690304039 TSecr=2897378658 [TCP segment of a reassembled PDU]"
"157","10.341489","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=123142 Ack=389 Win=43520 Len=1448 TSval=690304039 TSecr=2897378658 [TCP segment of a reassembled PDU]"
"158","10.341494","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=124590 Win=174080 Len=0 TSval=2897379215 TSecr=690304039"
"159","10.353602","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=124590 Ack=389 Win=43520 Len=1448 TSval=690304039 TSecr=2897378658 [TCP segment of a reassembled PDU]"
"160","10.365713","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [PSH, ACK] Seq=126038 Ack=389 Win=43520 Len=1448 TSval=690304039 TSecr=2897378658 [TCP segment of a reassembled PDU]"
"161","10.365718","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=127486 Win=174080 Len=0 TSval=2897379239 TSecr=690304039"
"162","10.377824","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=127486 Ack=389 Win=43520 Len=1448 TSval=690304063 TSecr=2897378682 [TCP segment of a reassembled PDU]"
"163","10.389937","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=128934 Ack=389 Win=43520 Len=1448 TSval=690304063 TSecr=2897378682 [TCP segment of a reassembled PDU]"
"164","10.389942","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=130382 Win=174080 Len=0 TSval=2897379263 TSecr=690304063"
"165","10.402045","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=130382 Ack=389 Win=43520 Len=1448 TSval=690304087 TSecr=2897378706 [TCP segment of a reassembled PDU]"
"166","10.414186","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=131830 Ack=389 Win=43520 Len=1448 TSval=690304087 TSecr=2897378706 [TCP segment of a reassembled PDU]"
"167","10.414192","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=133278 Win=174080 Len=0 TSval=2897379287 TSecr=690304087"
"168","10.426299","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=133278 Ack=389 Win=43520 Len=1448 TSval=690304111 TSecr=2897378730 [TCP segment of a reassembled PDU]"
"169","10.438416","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=134726 Ack=389 Win=43520 Len=1448 TSval=690304111 TSecr=2897378730 [TCP segment of a reassembled PDU]"
"170","10.438423","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=136174 Win=177152 Len=0 TSval=2897379312 TSecr=690304111"
"171","10.450502","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=136174 Ack=389 Win=43520 Len=1448 TSval=690304136 TSecr=2897378755 [TCP segment of a reassembled PDU]"
"172","10.462649","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=137622 Ack=389 Win=43520 Len=1448 TSval=690304136 TSecr=2897378755 [TCP segment of a reassembled PDU]"
"173","10.462658","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=139070 Win=182784 Len=0 TSval=2897379336 TSecr=690304136"
"174","10.474762","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=139070 Ack=389 Win=43520 Len=1448 TSval=690304160 TSecr=2897378779 [TCP segment of a reassembled PDU]"
"175","10.486873","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=140518 Ack=389 Win=43520 Len=1448 TSval=690304160 TSecr=2897378779 [TCP segment of a reassembled PDU]"
"176","10.486882","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=141966 Win=188416 Len=0 TSval=2897379360 TSecr=690304160"
"177","10.498986","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=141966 Ack=389 Win=43520 Len=1448 TSval=690304184 TSecr=2897378803 [TCP segment of a reassembled PDU]"
"178","10.511098","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=143414 Ack=389 Win=43520 Len=1448 TSval=690304184 TSecr=2897378803 [TCP segment of a reassembled PDU]"
"179","10.511107","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=144862 Win=194560 Len=0 TSval=2897379384 TSecr=690304184"
"180","10.523210","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=144862 Ack=389 Win=43520 Len=1448 TSval=690304208 TSecr=2897378827 [TCP segment of a reassembled PDU]"
"181","10.535302","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=146310 Ack=389 Win=43520 Len=1448 TSval=690304208 TSecr=2897378827 [TCP segment of a reassembled PDU]"
"182","10.535312","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=147758 Win=200192 Len=0 TSval=2897379409 TSecr=690304208"
"183","10.547393","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=147758 Ack=389 Win=43520 Len=1448 TSval=690304232 TSecr=2897378851 [TCP segment of a reassembled PDU]"
"184","10.559502","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=149206 Ack=389 Win=43520 Len=1448 TSval=690304232 TSecr=2897378851 [TCP segment of a reassembled PDU]"
"185","10.559505","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=150654 Win=205824 Len=0 TSval=2897379433 TSecr=690304232"
"186","10.571641","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=150654 Ack=389 Win=43520 Len=1448 TSval=690304257 TSecr=2897378876 [TCP segment of a reassembled PDU]"
"187","10.583746","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=152102 Ack=389 Win=43520 Len=1448 TSval=690304257 TSecr=2897378876 [TCP segment of a reassembled PDU]"
"188","10.583752","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=153550 Win=211968 Len=0 TSval=2897379457 TSecr=690304257"
"189","10.595874","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=153550 Ack=389 Win=43520 Len=1448 TSval=690304281 TSecr=2897378900 [TCP segment of a reassembled PDU]"
"190","10.607987","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=154998 Ack=389 Win=43520 Len=1448 TSval=690304281 TSecr=2897378900 [TCP segment of a reassembled PDU]"
"191","10.607994","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=156446 Win=217600 Len=0 TSval=2897379481 TSecr=690304281"
"192","10.620103","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=156446 Ack=389 Win=43520 Len=1448 TSval=690304281 TSecr=2897378900 [TCP segment of a reassembled PDU]"
"193","10.632218","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=157894 Ack=389 Win=43520 Len=1448 TSval=690304305 TSecr=2897378924 [TCP segment of a reassembled PDU]"
"194","10.632227","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=159342 Win=223232 Len=0 TSval=2897379506 TSecr=690304281"
"195","10.644328","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=159342 Ack=389 Win=43520 Len=1448 TSval=690304305 TSecr=2897378924 [TCP segment of a reassembled PDU]"
"196","10.656443","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=160790 Ack=389 Win=43520 Len=1448 TSval=690304329 TSecr=2897378948 [TCP segment of a reassembled PDU]"
"197","10.656452","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=162238 Win=229376 Len=0 TSval=2897379530 TSecr=690304305"
"198","10.668554","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=162238 Ack=389 Win=43520 Len=1448 TSval=690304329 TSecr=2897378948 [TCP segment of a reassembled PDU]"
"199","10.680666","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [PSH, ACK] Seq=163686 Ack=389 Win=43520 Len=1448 TSval=690304354 TSecr=2897378973 [TCP segment of a reassembled PDU]"
"200","10.680675","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=165134 Win=235008 Len=0 TSval=2897379554 TSecr=690304329"
"201","10.692778","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=165134 Ack=389 Win=43520 Len=1448 TSval=690304354 TSecr=2897378973 [TCP segment of a reassembled PDU]"
"202","10.704890","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=166582 Ack=389 Win=43520 Len=1448 TSval=690304378 TSecr=2897378997 [TCP segment of a reassembled PDU]"
"203","10.704899","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=168030 Win=240640 Len=0 TSval=2897379578 TSecr=690304354"
"204","10.717002","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=168030 Ack=389 Win=43520 Len=1448 TSval=690304378 TSecr=2897378997 [TCP segment of a reassembled PDU]"
"205","10.729113","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [PSH, ACK] Seq=169478 Ack=389 Win=43520 Len=1448 TSval=690304402 TSecr=2897379021 [TCP segment of a reassembled PDU]"
"206","10.729122","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=170926 Win=246784 Len=0 TSval=2897379602 TSecr=690304378"
"207","10.741226","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=170926 Ack=389 Win=43520 Len=1448 TSval=690304402 TSecr=2897379021 [TCP segment of a reassembled PDU]"
"208","10.753319","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=172374 Ack=389 Win=43520 Len=1448 TSval=690304426 TSecr=2897379045 [TCP segment of a reassembled PDU]"
"209","10.753332","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=173822 Win=252416 Len=0 TSval=2897379627 TSecr=690304402"
"210","10.765422","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=173822 Ack=389 Win=43520 Len=1448 TSval=690304426 TSecr=2897379045 [TCP segment of a reassembled PDU]"
"211","10.777521","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=175270 Ack=389 Win=43520 Len=1448 TSval=690304450 TSecr=2897379069 [TCP segment of a reassembled PDU]"
"212","10.777526","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=176718 Win=258048 Len=0 TSval=2897379651 TSecr=690304426"
"213","10.789633","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=176718 Ack=389 Win=43520 Len=1448 TSval=690304450 TSecr=2897379069 [TCP segment of a reassembled PDU]"
"214","10.801745","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=178166 Ack=389 Win=43520 Len=1448 TSval=690304475 TSecr=2897379094 [TCP segment of a reassembled PDU]"
"215","10.801750","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=179614 Win=263680 Len=0 TSval=2897379675 TSecr=690304450"
"216","10.813857","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=179614 Ack=389 Win=43520 Len=1448 TSval=690304475 TSecr=2897379094 [TCP segment of a reassembled PDU]"
"217","10.825970","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=181062 Ack=389 Win=43520 Len=1448 TSval=690304499 TSecr=2897379118 [TCP segment of a reassembled PDU]"
"218","10.825974","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=182510 Win=269824 Len=0 TSval=2897379699 TSecr=690304475"
"219","10.838081","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=182510 Ack=389 Win=43520 Len=1448 TSval=690304499 TSecr=2897379118 [TCP segment of a reassembled PDU]"
"220","10.850192","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=183958 Ack=389 Win=43520 Len=1448 TSval=690304523 TSecr=2897379142 [TCP segment of a reassembled PDU]"
"221","10.850196","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=185406 Win=275456 Len=0 TSval=2897379723 TSecr=690304499"
"222","10.862305","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=185406 Ack=389 Win=43520 Len=1448 TSval=690304523 TSecr=2897379142 [TCP segment of a reassembled PDU]"
"223","10.874413","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=186854 Ack=389 Win=43520 Len=1448 TSval=690304523 TSecr=2897379142 [TCP segment of a reassembled PDU]"
"224","10.874417","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=188302 Win=281088 Len=0 TSval=2897379748 TSecr=690304523"
"225","10.886553","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=188302 Ack=389 Win=43520 Len=1448 TSval=690304547 TSecr=2897379166 [TCP segment of a reassembled PDU]"
"226","10.898680","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=189750 Ack=389 Win=43520 Len=1448 TSval=690304547 TSecr=2897379166 [TCP segment of a reassembled PDU]"
"227","10.898687","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=191198 Win=287232 Len=0 TSval=2897379772 TSecr=690304547"
"228","10.910776","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=191198 Ack=389 Win=43520 Len=1448 TSval=690304572 TSecr=2897379191 [TCP segment of a reassembled PDU]"
"229","10.922900","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=192646 Ack=389 Win=43520 Len=1448 TSval=690304572 TSecr=2897379191 [TCP segment of a reassembled PDU]"
"230","10.922909","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=194094 Win=292864 Len=0 TSval=2897379796 TSecr=690304572"
"231","10.935014","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=194094 Ack=389 Win=43520 Len=1448 TSval=690304596 TSecr=2897379215 [TCP segment of a reassembled PDU]"
"232","10.947101","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=195542 Ack=389 Win=43520 Len=1448 TSval=690304596 TSecr=2897379215 [TCP segment of a reassembled PDU]"
"233","10.947111","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=196990 Win=298496 Len=0 TSval=2897379820 TSecr=690304596"
"234","10.959242","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=196990 Ack=389 Win=43520 Len=1448 TSval=690304620 TSecr=2897379239 [TCP segment of a reassembled PDU]"
"235","10.971328","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=198438 Ack=389 Win=43520 Len=1448 TSval=690304620 TSecr=2897379239 [TCP segment of a reassembled PDU]"
"236","10.971337","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=199886 Win=304640 Len=0 TSval=2897379845 TSecr=690304620"
"237","10.983469","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=199886 Ack=389 Win=43520 Len=1448 TSval=690304644 TSecr=2897379263 [TCP segment of a reassembled PDU]"
"238","10.995577","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=201334 Ack=389 Win=43520 Len=1448 TSval=690304644 TSecr=2897379263 [TCP segment of a reassembled PDU]"
"239","10.995586","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=202782 Win=310272 Len=0 TSval=2897379869 TSecr=690304644"
"240","11.007691","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=202782 Ack=389 Win=43520 Len=1448 TSval=690304668 TSecr=2897379287 [TCP segment of a reassembled PDU]"
"241","11.019800","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=204230 Ack=389 Win=43520 Len=1448 TSval=690304668 TSecr=2897379287 [TCP segment of a reassembled PDU]"
"242","11.019809","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=205678 Win=315904 Len=0 TSval=2897379893 TSecr=690304668"
"243","11.031880","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=205678 Ack=389 Win=43520 Len=1448 TSval=690304693 TSecr=2897379312 [TCP segment of a reassembled PDU]"
"244","11.043982","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=207126 Ack=389 Win=43520 Len=1448 TSval=690304693 TSecr=2897379312 [TCP segment of a reassembled PDU]"
"245","11.043985","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=208574 Win=320512 Len=0 TSval=2897379917 TSecr=690304693"
"246","11.056115","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=208574 Ack=389 Win=43520 Len=1448 TSval=690304717 TSecr=2897379336 [TCP segment of a reassembled PDU]"
"247","11.068242","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=210022 Ack=389 Win=43520 Len=1448 TSval=690304717 TSecr=2897379336 [TCP segment of a reassembled PDU]"
"248","11.068249","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=211470 Win=320512 Len=0 TSval=2897379942 TSecr=690304717"
"249","11.080356","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=211470 Ack=389 Win=43520 Len=1448 TSval=690304741 TSecr=2897379360 [TCP segment of a reassembled PDU]"
"250","11.092471","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=212918 Ack=389 Win=43520 Len=1448 TSval=690304741 TSecr=2897379360 [TCP segment of a reassembled PDU]"
"251","11.092479","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=214366 Win=320512 Len=0 TSval=2897379966 TSecr=690304741"
"252","11.104586","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=214366 Ack=389 Win=43520 Len=1448 TSval=690304765 TSecr=2897379384 [TCP segment of a reassembled PDU]"
"253","11.116699","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [PSH, ACK] Seq=215814 Ack=389 Win=43520 Len=1448 TSval=690304765 TSecr=2897379384 [TCP segment of a reassembled PDU]"
"254","11.116708","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=217262 Win=320512 Len=0 TSval=2897379990 TSecr=690304765"
"255","11.128812","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=217262 Ack=389 Win=43520 Len=1448 TSval=690304765 TSecr=2897379384 [TCP segment of a reassembled PDU]"
"256","11.140922","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=218710 Ack=389 Win=43520 Len=1448 TSval=690304790 TSecr=2897379409 [TCP segment of a reassembled PDU]"
"257","11.140932","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=220158 Win=320512 Len=0 TSval=2897380014 TSecr=690304765"
"258","11.153035","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=220158 Ack=389 Win=43520 Len=1448 TSval=690304790 TSecr=2897379409 [TCP segment of a reassembled PDU]"
"259","11.165145","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=221606 Ack=389 Win=43520 Len=1448 TSval=690304814 TSecr=2897379433 [TCP segment of a reassembled PDU]"
"260","11.165154","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=223054 Win=320512 Len=0 TSval=2897380038 TSecr=690304790"
"261","11.177257","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=223054 Ack=389 Win=43520 Len=1448 TSval=690304814 TSecr=2897379433 [TCP segment of a reassembled PDU]"
"262","11.189371","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=224502 Ack=389 Win=43520 Len=1448 TSval=690304838 TSecr=2897379457 [TCP segment of a reassembled PDU]"
"263","11.189381","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=225950 Win=320512 Len=0 TSval=2897380063 TSecr=690304814"
"264","11.201482","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=225950 Ack=389 Win=43520 Len=1448 TSval=690304838 TSecr=2897379457 [TCP segment of a reassembled PDU]"
"265","11.213593","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=227398 Ack=389 Win=43520 Len=1448 TSval=690304862 TSecr=2897379481 [TCP segment of a reassembled PDU]"
"266","11.213602","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=228846 Win=320512 Len=0 TSval=2897380087 TSecr=690304838"
"267","11.225713","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=228846 Ack=389 Win=43520 Len=1448 TSval=690304862 TSecr=2897379481 [TCP segment of a reassembled PDU]"
"268","11.237818","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=230294 Ack=389 Win=43520 Len=1448 TSval=690304887 TSecr=2897379506 [TCP segment of a reassembled PDU]"
"269","11.237827","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=231742 Win=320512 Len=0 TSval=2897380111 TSecr=690304862"
"270","11.249903","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=231742 Ack=389 Win=43520 Len=1448 TSval=690304887 TSecr=2897379506 [TCP segment of a reassembled PDU]"
"271","11.262042","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=233190 Ack=389 Win=43520 Len=1448 TSval=690304911 TSecr=2897379530 [TCP segment of a reassembled PDU]"
"272","11.262051","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=234638 Win=320512 Len=0 TSval=2897380135 TSecr=690304887"
"273","11.274152","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=234638 Ack=389 Win=43520 Len=1448 TSval=690304911 TSecr=2897379530 [TCP segment of a reassembled PDU]"
"274","11.286268","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=236086 Ack=389 Win=43520 Len=1448 TSval=690304935 TSecr=2897379554 [TCP segment of a reassembled PDU]"
"275","11.286277","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=237534 Win=320512 Len=0 TSval=2897380160 TSecr=690304911"
"276","11.298377","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=237534 Ack=389 Win=43520 Len=1448 TSval=690304935 TSecr=2897379554 [TCP segment of a reassembled PDU]"
"277","11.310489","10.0.0.100","10.0.1.100","TCP","1514","1514","9092  >  50518 [ACK] Seq=238982 Ack=389 Win=43520 Len=1448 TSval=690304959 TSecr=2897379578 [TCP segment of a reassembled PDU]"
"278","11.310498","10.0.1.100","10.0.0.100","TCP","66","66","50518  >  9092 [ACK] Seq=389 Ack=240430 Win=320512 Len=0 TSval=2897380184 TSecr=690304935"
