No.,Time,Source,Destination,Protocol,Length,Frame length on the wire,Info
139665,5.670106,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
139783,5.671881,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
139916,5.673926,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
140050,5.675898,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
140191,5.678252,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
140326,5.679974,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
140460,5.682054,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
140576,5.684001,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
140693,5.686114,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
140821,5.687767,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
140944,5.690131,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
141068,5.691678,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
141193,5.693745,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
141316,5.695702,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
141440,5.697854,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
141563,5.700103,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
141686,5.70163,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
141810,5.703418,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
141940,5.705712,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
142064,5.707467,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
142186,5.712418,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
142308,5.713674,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
142522,5.715436,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
142748,5.717366,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
142976,5.718811,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
143201,5.721119,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
143327,5.722832,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
143454,5.725071,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
143578,5.726822,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
143703,5.729034,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
143825,5.731039,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
143949,5.73327,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
144075,5.735201,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
144203,5.737377,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
144326,5.748833,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
144453,5.750932,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
144575,5.752588,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
144702,5.754852,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
144830,5.756942,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
144956,5.759331,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
145084,5.761425,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
145209,5.763754,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
145334,5.765642,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
145457,5.767434,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
145581,5.769372,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
145701,5.771847,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
145814,5.773512,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
145937,5.80298,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
146060,5.80492,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
146185,5.807118,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
146312,5.808967,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
146439,5.81147,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
146564,5.813021,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
146691,5.815502,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
146815,5.817115,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
146942,5.819415,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
147068,5.82132,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
147194,5.823625,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
147283,5.837696,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
147399,5.840114,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
147511,5.873567,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
147633,5.875166,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
147758,5.877512,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
147883,5.879497,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
148009,5.881959,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
148126,5.883783,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
148254,5.885959,193.206.135.76,172.17.0.10,TLSv1.3,250,250,Application Data
148382,5.888247,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
148505,5.890434,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
148629,5.89235,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
148757,5.894635,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
148873,5.896458,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
148986,5.898398,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
149100,5.9005,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
149215,5.941873,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
149279,5.977453,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149289,5.977544,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149299,5.977769,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149309,5.977873,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149319,5.978021,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149330,5.978124,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149340,5.978265,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149351,5.978424,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149361,5.978521,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149372,5.97867,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149382,5.978773,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149393,5.978903,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149404,5.979035,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
149497,5.980825,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
149610,5.983393,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
149731,6.010046,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
149911,6.01193,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
150031,6.013854,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
150145,6.015686,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
150259,6.017871,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
150387,6.022636,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
150523,6.024417,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
150665,6.026639,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
150800,6.02824,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
150933,6.030297,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
151071,6.032956,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
151208,6.034477,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
151344,6.03662,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
151486,6.039456,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
151639,6.040966,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
151771,6.04257,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
151910,6.045779,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
152041,6.066422,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
152166,6.068685,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
152291,6.070309,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
152418,6.072822,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
152539,6.074926,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
152665,6.076608,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
152791,6.078759,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
152918,6.082457,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
153043,6.083977,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
153167,6.085468,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
153293,6.087332,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
153408,6.089508,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
153521,6.09109,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
153645,6.142273,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
153768,6.14441,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
153899,6.146689,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
154023,6.148468,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
154150,6.150783,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
154274,6.15274,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
154402,6.155211,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
154527,6.157201,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
154652,6.159177,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
154739,6.175884,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
154853,6.178006,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
154966,6.179646,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
155085,6.182482,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
155198,6.183864,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
155320,6.186092,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
155440,6.188165,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
155559,6.19034,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
155688,6.192183,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
155818,6.194801,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
155945,6.196523,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
156078,6.198773,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
156208,6.200632,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
156327,6.202935,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
156454,6.204786,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
156586,6.206622,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
156718,6.208096,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
156844,6.235175,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
156976,6.236707,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
157104,6.238205,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
157235,6.239456,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
157364,6.242061,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
157488,6.24357,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
157621,6.245039,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
157753,6.246549,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
157879,6.248509,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
157995,6.249951,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
158108,6.251436,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
158226,6.253441,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
158357,6.254728,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
158485,6.258585,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
158614,6.260053,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
158743,6.261316,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
158873,6.262806,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
159002,6.265411,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
159130,6.267624,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
159259,6.269094,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
159387,6.270315,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
159455,6.271121,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159483,6.271359,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159503,6.271388,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159523,6.271602,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159543,6.271631,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159565,6.271856,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159587,6.271886,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159607,6.272166,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159627,6.272205,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159649,6.272476,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159671,6.272508,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159691,6.272548,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159711,6.272786,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159731,6.272814,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159751,6.273145,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159771,6.273173,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159793,6.273204,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159813,6.273461,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159835,6.273492,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159855,6.27372,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159875,6.273751,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159895,6.273781,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159915,6.273986,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159935,6.274016,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159955,6.274276,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159975,6.274324,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
159995,6.275118,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160015,6.275505,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160035,6.275537,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160055,6.275571,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160075,6.275847,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160095,6.275876,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160115,6.275904,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160137,6.276139,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160157,6.276167,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160177,6.276577,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160197,6.276604,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160219,6.276636,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160239,6.276666,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160259,6.27696,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160279,6.276988,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160299,6.277234,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160319,6.277264,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160339,6.277292,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160377,6.277629,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Continuation Data
160438,6.283476,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
160591,6.284869,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
160742,6.286269,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
160896,6.287672,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
161048,6.289285,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
161199,6.291128,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
161348,6.292556,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
161504,6.294261,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
161648,6.297327,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
161773,6.29859,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
161886,6.300065,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
161999,6.301365,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
162113,6.303228,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
162238,6.340751,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
162367,6.342332,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
162496,6.343735,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
162627,6.345926,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
162760,6.347424,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
162888,6.348904,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
163017,6.350144,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
163117,6.374788,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
163231,6.376289,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
163344,6.378053,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
163461,6.379333,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
163583,6.382329,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
163702,6.383756,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
163819,6.396856,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
163935,6.398418,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
164057,6.399919,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
164183,6.40118,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
164316,6.403803,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
164449,6.405567,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
164578,6.407064,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
164700,6.408322,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
164815,6.409868,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
164947,6.411669,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
165078,6.413171,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
165209,6.415191,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
165339,6.416726,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
165468,6.418578,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
165596,6.421373,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
165716,6.422566,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
165841,6.424075,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
165966,6.426488,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
166092,6.428022,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
166215,6.429313,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
166331,6.430831,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
166444,6.432359,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
166558,6.433638,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
166673,6.440336,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
166794,6.441682,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
166921,6.443488,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
167043,6.450066,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
167167,6.452081,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
167290,6.453851,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
167415,6.455286,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
167539,6.456761,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
167663,6.45833,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
167788,6.459792,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
167914,6.461632,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
168038,6.463054,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
168164,6.465075,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
168287,6.466282,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
168411,6.468285,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
168535,6.469817,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
168654,6.479094,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
168778,6.480732,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
168904,6.4827,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
169027,6.484166,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
169148,6.48539,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
169274,6.487281,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
169397,6.488769,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
169510,6.490337,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
169624,6.492173,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
169737,6.49347,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
169853,6.504729,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
169976,6.506165,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
170107,6.509301,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
170228,6.510503,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
170353,6.512259,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
170476,6.513754,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
170582,6.523048,172.17.0.10,193.206.135.76,TLSv1.3,1329,1329,Application Data
170687,6.530814,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
170800,6.532041,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
170914,6.534145,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
171028,6.535792,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
171141,6.537492,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
171258,6.54254,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
171382,6.544167,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
171495,6.545933,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
171605,6.547235,193.206.135.76,172.17.0.10,TLSv1.3,223,223,Application Data
171729,6.548818,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
171853,6.552076,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
171976,6.553619,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
172101,6.555476,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
172225,6.556916,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
172340,6.558588,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
172454,6.560243,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
172568,6.561908,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
172690,6.56642,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
172813,6.567919,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
172934,6.569307,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
173059,6.571657,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
173183,6.572912,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
173306,6.574349,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
173428,6.576088,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
173553,6.577526,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
173679,6.579084,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
173793,6.583347,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
173906,6.584608,193.206.135.76,172.17.0.10,TLSv1.3,1514,1514,Application Data
